userName,at,content,score,thumbsUpCount,content_processed_FINAL
Valen,10/15/2025 15:28,can't login,1,0,cant login
Akina Takisa,10/15/2025 14:13,ketika sedang mau login banyak masalah dan bermacam macam jenis error login. segera di perbaiki dan saya sudah malas untuk mengatasi semua error setiap hari!!!,1,2,login jenis error login baik malas atas error
M. Ibrahim hamid,10/15/2025 14:02,suck game 🤣,1,0,suck game
M.Harun Arrosyid,10/15/2025 13:34,"aplikasi sampah, baru login aja gabisaaa udah lebih dri 2 minggu, pke vpn aja engga malah dsuruh matiin vpn game ampass gaguna dev mikir untung doang",1,7,aplikasi sampah login gabisaaa udah minggu engga dsuruh matiin game ampass gaguna mikir untung doang
Yunivan Wardana,10/15/2025 13:12,is your server this bad? like your mother?,1,0,your server this like your mother
11_Fathkhun Najib,10/15/2025 13:07,"jaringan bagus, tapi sering disconnect, udah log innya susah, server penuh, jmbtt",1,0,jaring bagus disconnect udah innya susah server penuh jmbtt
Ambia Alexander Jailani,10/15/2025 11:49,scammmmmm,1,0,scammmmmm
Hafizh Rochman,10/15/2025 11:34,ngk jelas ni game sekarangg hancur,1,0,game sekarangg hancur
Maul,10/15/2025 10:17,kembalikan game ini pada seth dan hamumu!,1,0,kembali game seth hamumu
Taufik Gt,10/15/2025 10:15,game nya bagus tetapi masih ada masalah saat login dan terlalu banyak bot dan giliran ada youtuber come back malah di bann,3,0,game bagus login gilir youtuber come back bann
Rafian Irwansyah hasan,10/15/2025 10:13,game nya bagus seru juga karna banyak pemain nyaa tapi ada sedikit sesuatu yg membuat bosan main nya karna jaringan nya hilang dikit langsung dc terus susah masuk nya karna pemain nya udh pas 95k,5,0,game bagus seru karna main nyaa bosan main karna jaring hilang dikit langsung susah masuk karna main
zildjian,10/15/2025 10:04,game aneh...akun gua ke ban terus....game kikir,1,0,game anehakun terusgame kikir
NATUS VINCERE ADIVUAT,10/15/2025 9:12,game nya dh mati kah??,5,0,game mati
Akhmad hasan Syafiq,10/15/2025 9:07,"lawak nih game,gw lagi main pake spotify di suspend,emang death game buat apa di pertahanin,so buat lu yg masih main mending hapus aja nih game ga jelas banget,lawak lawak gw baru comeback malah di suspend gajelas padahal ga pake apk pihak ketiga,emang anak tiri nih game",1,0,lawak gamegw main pake spotify suspendemang death game pertahaninso main mending hapus game bangetlawak lawak comeback suspend gajelas pake ketigaemang anak tiri game
Canada Vpn,10/15/2025 8:44,masuk nya plis cancel,1,0,masuk plis cancel
NALENDRA SUDIRO,10/15/2025 8:40,"kenapa error mulu ni game akun ny tiba"" bgt ilang padahal dh bener gmail ny aneh dh main 5 tahun an masa gini kecewa berat",1,0,error mulu game akun banget ilang bener gmail aneh main gin kecewa berat
syauqi,10/15/2025 8:34,"ubisoft, worst dev ever",1,0,ubisoft worst ever
Atailah Atailah,10/15/2025 8:07,"game nya sudah membaik, para moderator sudah mulai aktif membasmi kasino dan bot bot yang berkeliaran, trus perbaiki gamenya ubisoft 👍",3,7,game baik moderator aktif basmi kasino liar trus baik gamenya ubisoft
Muhammad Faiz,10/15/2025 7:34,"asal ban akun, padahal gk ngapain ngapain dituduh menggunakan third party programs",1,0,akun ngapain ngapain tuduh third party programs
Zes Ryu,10/15/2025 7:13,"game yang sangat merugikan playernya dimana sering terjadi kasus ban permanent acak tanpa alasan, dan tidak bisa aju banding, sehingga banyak player yang sudah melakukan banyak top up merasa sangat dirugikan, padahal selama bermain tidak pernah melanggar aturan game nya,! mungkin menurut saya banyaknya player bot dan auto itu di sebabkan oleh hal itu agar mereka tidak merasa rugi. ( kurasa pihak growtopia tidak menyelesaikan masalah ini dari akarnya melainkan malah menambah masalahnya sendiri.",1,113,game rugi playernya mana permanent acak alas banding player rugi main langgar atur game banyak player auto sebab rugi rasa selesai akar tambah
Aisyah Miji,10/15/2025 7:06,kesusahan login,1,0,susah login
bintang,10/15/2025 5:50,"apakah ada selain bintang 1 yang paling jelek? bahkan server jelek tidak bisa login menggunakan wifi saya seperti memainkan gem. rusak/baru terbit, sangat tidak layak di mainkan server buruk tidak nyaman bermain ercon ercon setiap hari, jam 6 pagi sampai jam 12 siang saya tidak bisa login server buruk, seperti bermain gem beta banyak kekurangannya buruk buruk sekali servernya👎👎",1,3,bintang jelek server jelek login wifi main rusakbaru terbit layak main server buruk nyaman main ercon ercon pagi siang login server buruk main beta kurang buruk buruk servernya
Dapa Putra,10/15/2025 5:18,gw baru nyoba ni game dh di ban setaon,1,0,nyoba game setaon
Zenn Jr,10/15/2025 4:01,"please fix the server, it's useless to keep updating but the server is still lagging",1,0,please server useless keep updating server still lagging
Kanzz Gang,10/15/2025 3:53,fixs you server!!!!!!!!!!!,1,1,fixs server
Gara sandwi,10/15/2025 3:12,susah bgt kalo mao main server eror dikira pkek vpn lah,1,0,susah banget kalo main server eror pkek
Santi Septian,10/15/2025 2:23,good plis update againt,5,0,good plis update againt
Rain Br,10/15/2025 1:03,"gem g ke urus,login aj g bisa pdahal udh ganti kuota atau wifi tetep error. gw tau knp rating di playstore kecil. game hama",1,0,uruslogin pdahal ganti kuota wifi tetep error rating playstore game hama
GameNiar,10/15/2025 0:24,"kecewa banget sama server sekarang, niat pengen main lagi eh untuk login aja susah banget, yang overload lah, tapi giliran buat aku baru bisa langsung main tanpa kendala, aneh, jadi males mau main lagi",1,0,kecewa banget server niat ken main login susah banget overload gilir langsung main kendala aneh males main
Galang Alvin.R,10/14/2025 23:31,akun saya ke ban tanpa alasan,1,0,akun alas
Muawwiz 123,10/14/2025 23:15,"aku tidak menggunakan vpn tetapi kenapa selalu muncul notif ""cek internet dan pastikan tidak menggunakan vpn""?",4,0,muncul notif internet pasti
rizal Ramadhan,10/14/2025 22:27,"nggak bisa login ke game, tolong dibenerin dulu lenk celenk",1,0,nggak login game tolong dibenerin lenk celenk
Aditya pratama,10/14/2025 20:41,the game is hard to understand and broken — i can’t even log in. please fix the login issue for users.,1,0,game hard understand broken cant even please login issue users
Iqbaale Ashary,10/14/2025 19:54,anjg ga bisa login !! server down terusssss. game rusak ga bisa login sama sekali,1,0,anjg login server down terusssss game rusak login
Erik Kurniawan,10/14/2025 18:27,server busuk,2,0,server busuk
Nurhin Muhammad,10/14/2025 18:11,game keren,5,0,game keren
YT FATHAN,10/14/2025 15:48,"keamanannya kurang,akun sudah di bind masa bisa di loginin sama orang ga dikenal,world saya dan item2 lainnya pada hilang diambil orang. tolong pihak growtopia perbaiki dan tingkatkan keamanannya.",1,0,aman kurangakun bind loginin orang dikenalworld item hilang ambil orang tolong baik tingkat aman
Fedrio Ferdiansyah,10/14/2025 15:30,mantap,5,0,mantap
Fatriya Aghisna,10/14/2025 14:56,please fix the bott,1,0,please bott
Stokton Hokter,10/14/2025 14:53,bagi bgl min ke world 2cinr,5,0,world cinr
abdullah Naufal,10/14/2025 14:39,"server rusak, fail to login trussss, hapus aja ni game, nampung player aja ga bisa",1,0,server rusak fail login trussss hapus game nampung player
andhika ariansyah,10/14/2025 13:43,"makin aneh aja ini game, pake simpati bisa masuk pakai tri gabisa masuk -_-",1,0,aneh game pake simpati masuk pakai gabisa masuk
bold Diesel,10/14/2025 13:31,uda,5,0,
CRB YT,10/14/2025 13:15,iya,5,0,
M Fatih Wikan Nugroho,10/14/2025 12:46,"game nya bagusss bangetttt anti lagg anti bikin maslaahhh pokoknya bagussss,ku rating bintang 1 karena terlalu dan sangat sangat bagussss 🤩",1,0,game bagusss bangetttt anti lagg anti maslaahhh pokok bagussssku rating bintang bagussss
AlvI Do,10/14/2025 12:46,bgl me rollbeck lol,1,0,rollbeck
Rizky bad,10/14/2025 11:58,server laggggg 90% bot,1,0,server laggggg
Widji Nurjati,10/14/2025 11:53,make more update to ban all bot,3,0,make more update
Akbar Ega,10/14/2025 11:46,biarkan bintang berbicara,5,0,biar bintang bicara
Muhammad Salman,10/14/2025 11:07,"udah nganu masalah login ke email ny pihak growtopia tapi gak ada respon, masalah login ""please try login again"" udah berulang kali ngirim ke email ny pihak growtopia gak ada respon",1,1,udah nganu login email respon login please login again udah ulang kali ngirim email respon
Juan H,10/14/2025 10:44,i quit playing and comeback in 3 year no reason my account got suspend and cant got back,1,0,quit playing comeback year reason account suspend cant back
Doy Idoy27,10/14/2025 9:24,aneh stuck di log in mulu semenjak update!,1,0,aneh stuck mulu semenjak update
TRI NURHARYANTO,10/14/2025 9:17,broken game!! please fix your server!!!! potato server!! sub server!! false ban! disconnect! to many people logging at once! entering world lol! one star for this game!,5,0,broken game please your server potato server server false disconnect many people logging once entering world star this game
Vaughan Pieters,10/14/2025 8:28,game nya bagus,5,3,game bagus
Bg Zexler,10/14/2025 7:15,akun gua keban tanpa sebab anjir wkwkw,1,0,akun ban anjir wkwkw
Imannuel kevin Wijaya,10/14/2025 6:27,mau masuk lewat growid masa kan password nya pake huruf y bukan nya y malah v yang di masukin ama gt nya gj pls akun nya kaya lagi ah mles bgt,1,0,masuk growid password pake huruf masukin akun kaya mles banget
Dota Fool5,10/14/2025 4:28,my account was suspended with unclear information and i have contacted growtopia but there is no clear answer and no connection. i have been waiting for years,1,0,account suspended with unclear information have contacted there clear answer connection have been waiting years
Harvyn Ajah,10/14/2025 4:03,udh gk asik kaya dulu lagi🙂,1,0,asik kaya
Harya Eka Saputra,10/14/2025 3:49,the current login system often experiences errors and causes the google login button or the legacy login button not to appear. i hope you create a different login method than this.the old version of growtopia login method is still better because it is not a hassle and does not often experience errors.,1,0,current login system often experiences errors causes google login button legacy login button appear hope create different login method than thisthe version login method still better because hassle does often experience errors
Vansisko Pander,10/14/2025 3:37,kenapa akun saya di ban,1,0,akun
Nevil Sumampouw,10/14/2025 3:13,game lemot bnyak bot hapus aja ga guna,1,0,game lot bnyak hapus
Gesang Lindu prasetyo,10/14/2025 1:28,"the server is too bad to play, lots of auto bots, never play this game",1,0,server play lots auto bots never play this game
Echa Fransisca,10/14/2025 0:50,90% bot 10% real players,1,0,real players
rizkyy nanda,10/14/2025 0:34,makin eror aja ni game momok,1,0,eror game momok
Perdana Putra faza,10/13/2025 23:04,"gimana ini pihak growtopia,kok akun saya yang bernama jesusvt kena suspend? padahal saya memenuhi peraturan game loh! mohon keterangan nya kenapa bisa akun saya terkena suspend!",1,0,gimana growtopiakok akun nama jesusvt kena suspend penuh atur game mohon terang akun kena suspend
Damai Daffa24,10/13/2025 21:20,mods bego,1,0,mods bego
Noven Putra,10/13/2025 21:16,erorconecting always,1,0,erorconecting always
Maulana_ Craft 280,10/13/2025 17:59,"ga bisa log-in ke akun yang dulu entah mau berapa lama pun nunggu tetep ga bisa, alasannya server full, anda menggunakan vpn (yang padahal ga make vpn),ban fiktif, dan masih banyak lagi, padahal di akun lama banyak rare item hedeh game ampas.",1,0,login akun nunggu tetep alas server full make vpnban fiktif akun rare item hedeh game ampas
33 Yohanes Paulus Christiano Hernowo,10/13/2025 16:36,oke,5,0,
Faaa_27 ',10/13/2025 16:20,saya sudah lama bermain tapi kenapa akun saya di ban sungguh admin yg tidak memmiliki akal asal ngeban akun org yg gk salah,1,0,main akun sungguh admin memmiliki akal ngeban akun salah
Arz__,10/13/2025 15:47,tau sendiri lah kenapa ini bintang 1 dah muak gw main ni game,1,0,bintang muak main game
Prib Acc,10/13/2025 15:00,"i want login using google, i only want login on my account, not want to crate account, but system say ""oops! you have been reached the limit of accounts that can be login from this ip addres. please try again later."" lol poor system",1,0,want login using google only want login account want crate account system oops have been reached limit accounts that login from this addres please again later poor system
Iyey Bp,10/13/2025 14:36,benerin dulu servernya agar gak lag,2,0,benerin servernya
Rizal Kampas Ganda,10/13/2025 14:28,goblok benerin tuh server login susah bgt,1,1,goblok benerin server login susah banget
fahry gaming,10/13/2025 14:26,"yg baru mau ingin download gk ush bro , ni ni game anj,gw gk salah apapa malah diban anj,bukan gw doang bro bnyk yg udh kyk gua ,knp gw kasih bintang 5,biar comen nya di atas bro",5,0,download game anjgw salah apapa ban anjbukan doang bnyk kasih bintang biar comen
ARIJONO SMAN11,10/13/2025 13:46,why is my account banned even though i didn't do anything while playing the game?,1,0,account banned even though didnt anything while playing game
Fairuz Andika,10/13/2025 13:46,"game gj, baru juga download, login, langsung di suspend, pantes sepi",1,0,game download login langsung suspend pantes sepi
Darielle Khalfani Jensen Lantu,10/13/2025 13:43,"game jelek, puki udh main aman pas masuk ke world orang tiba tiba ke ban",1,0,game jelek puki main aman masuk world orang
I Nyoman Pande Widiana,10/13/2025 13:43,game gak jelas 2 akun kena ban katanya pake cheat padahal gak ada make cheat,1,0,game akun kena pake cheat make cheat
Norrick Peterson,10/13/2025 13:21,often error on the server or system and often lag :)i miss the old gt man,5,0,often error server system often miss
Sigit Rendang,10/13/2025 13:08,"gamnya seru, server lancar jaya gada gangguan samsek, playernya sangat ramah sekali, ehh btw sory kepencet bintang 1",1,0,gam seru server lancar jaya gada ganggu samsek playernya ramah sory pencet bintang
Sendi Rizqy Pratama,10/13/2025 12:42,server sampah,1,0,server sampah
Naa,10/13/2025 12:27,"honestly, i play for almost 14 hours a day. why do i use gems in gacha? then i get good gear, but suddenly the equipment disappears without a trace. the reason is a server restart. name world: nanawzm",1,0,honestly play almost hours gems gacha then good gear suddenly equipment disappears without trace reason server restart name world nanawzm
Daniel J.H,10/13/2025 12:25,kacau nih game login akun lama ga bisa masuk,1,0,kacau game login akun masuk
Hairi,10/13/2025 12:06,"awalnya pas mau main online loading nya 10 menit ga masuk pilihan world. gua masih fositif, hp gua ram 3.terus gua matiin ad block. nunggu 10 menit lagi, ga masuk juga. gua mikir mungkin sinyal gua lelet, gua ganti lah ke wifi. gua tunggu 10 menit lagi, eh malah tetap loading. ini mau main nunggu total 30 menit tetap ga bisa main. gua batalin lah rating 5 gua",1,0,main online loading menit masuk pilih world fositif matiin block nunggu menit masuk mikir sinyal lelet ganti wifi tunggu menit loading main nunggu total menit main batalin rating
Tom my,10/13/2025 11:49,fk this game ppl legal player got banned,1,1,this game legal player banned
Risky Rafif,10/13/2025 11:46,ip limited terus,1,0,limited
yogi Gi,10/13/2025 11:28,susah logiiiiiiiiiiiiiin failed makan ni bintang satu game rating terjelek dari semua game,1,0,susah logiiiiiiiiiiiiiin failed makan bintang game rating jelek game
Msutbvs,10/13/2025 11:07,hahahaja,1,0,hahahaja
Rehan Ardinata,10/13/2025 10:40,"lol tiba"" kena ban nyasar",1,0,kena nyasar
Rockandfun,10/13/2025 10:38,game gak jelas server sering overload,1,0,game server overload
TIDIL ?,10/13/2025 8:20,game aneh server penuh bot developer tolol yg diban malah yg main murni,1,0,game aneh server penuh developer tolol ban main murni
Gede Widnyana,10/13/2025 7:45,"server aneh!, gw udh gabisa login 1minggu gara"" error connecting, setelah update server jadi seperti ini anehhhhhh!, segera perbaiki servernya!",1,0,server aneh gabisa login minggu gara error connecting update server anehhhhhh baik servernya
davis aji,10/13/2025 7:30,"yg bener aja lah masa stuck login dari kemaren, ngotak dikit lah masa mau login aja harus pake trik ini itu",1,0,bener stuck login kemaren ngotak dikit login pake trik
Derry Andriyan,10/13/2025 6:37,susah login bg,1,0,susah login
Muhammad Syarif Maulana_046,10/13/2025 5:12,loginnya susah banget dah,2,0,loginnya susah banget
Raihan Gg,10/13/2025 3:40,"minimal kalo mau beli game nya dirawat biar mangkin bagus ini malah mangkin burik server ny, hadeuh ubisoft ubisoft",1,0,minimal kalo beli game rawat biar mangkin bagus mangkin burik server hadeuh ubisoft ubisoft
Akbar Fahrizya,10/13/2025 3:02,a lot problem in this game,1,0,problem this game
Bayu Renata,10/13/2025 2:32,perbaiki game nya coooo server selalu penuh update dikit sering ercon + pake vpn kek padahal ga pake vpn bikin game tu benerin co rugi buat game tapi kaga di update cuma event aja di update + klok break block harus berlevel tinggi banyak bct cooo kaya mana coba profitan yang bagus klok mau buat game mikirin dulu cooo gj bet ni ubisoft,1,0,baik game coooo server penuh update dikit ercon pake pake game benerin rugi game kaga update event update klok break block level cooo kaya coba profit bagus klok game mikirin cooo ubisoft
Syabil Bilal,10/13/2025 2:30,perbaikannnn,5,1,perbaikannnn
Ahmad Dani,10/13/2025 2:30,"banyak bug, gajelas, gabisa login",1,0,gajelas gabisa login
Sri Untari,10/13/2025 2:25,game judi,1,0,game judi
Masrulloh Akbar,10/12/2025 23:27,benerin server nya woi,1,0,benerin server
Galen,10/12/2025 21:08,developer tolol bikin game gini jadi nya main aja di kira pake vpn pas main lag tb2 keluar susah dh masuk nya pls try again trus ol on ppk kn tl jgn main ni game dh saran gw,1,0,developer tolol game gin main pake main susah masuk again trus main game saran
Qa Dafi,10/12/2025 18:52,"kurangi bot lah, masa game yang udah tumbuh belasan tahun masih aja ga ngerti cara hapusin bot, bayangin loh kemarin tembus 110 ribu player lebih dan ternyata pas di analisa lagi ama pihak growtopia hampir 80% bot yang login🥵🥵",2,0,kurang game udah tumbuh bas ngerti hapusin bayangin kemarin tembus ribu player analisa login
X7 Bott,10/12/2025 17:19,ubisoft tolong perbaiki server game mu ini karena saya tidak bisa memasuki game ini dengan alasan error connecting tolong segera di perbaiki server ini seperti dulu lagi!!,2,2,ubisoft tolong baik server game pasuk game alas error connecting tolong baik server
Hero,10/12/2025 16:30,plishoki,5,0,plishoki
Syakilla Killa,10/12/2025 16:08,"mau tanya, kenapa player baru main seperti saya selalu kena 403 for bidden, apa maksud mu? atau ini kesalahan saya atau ini kesalahan dari gamenya? kalo anda tidak ingin membuat game sebaik nya game ini di tutup saja. tidak usah lagi di buka, mending anda urus game lain yang keuntungan nya lebih besar",1,0,player main kena bidden maksud salah salah gamenya kalo game game tutup buka mending urus game untung
Fahril Akbar,10/12/2025 15:02,jir game ga jelas,1,0,game
Chairo Langit,10/12/2025 14:49,banyak bot,2,1,
Always Sandz,10/12/2025 14:38,main cuman disuruh buat login karna susah login👎,1,0,main cuman suruh login karna susah login
Efratagading,10/12/2025 14:32,"hard login in game, what's happen growtopia nowday......",2,0,hard login game whats happen nowday
Raihan Fikri Akbari,10/12/2025 13:53,game bagus server lancar ga banyak bot terimakasih growtopia bikin hari ku senang 🤭,5,0,game bagus server lancar terimakasih senang
Dzaky Muhammad,10/12/2025 13:30,game bego login aja susah game dongo,1,0,game bego login susah game dongo
Octagram Shu,10/12/2025 13:19,game apasih pas login tulisannya limit account pas gw bikin google baru kena ban nyasar pas berhasil di bilang eror di suruh cancel mau apa sih nih game ada dendam apa? gw salah apa? ubisoft? jawab,1,0,game apasih login tulis limit account google kena nyasar hasil bilang eror suruh cancel game dendam salah ubisoft
KAISAR FIRDAUS,10/12/2025 12:59,"dead game taik,mau login ercon muku eeq+banyak bot sama perjudian,ga kyk dlu aman damai login ga susah,hadehh",1,0,dead game taikmau login ercon mu eeqbanyak perjudianga aman damai login susahhadehh
Zakyyy,10/12/2025 12:48,woy gua nda bisa login begoo,1,0,login begoo
Azriel,10/12/2025 12:47,gamenya bagus dan layak dimainkan servernya juga udah lancar gak ada lagi masalah eror connection bintangnya eror,1,0,gamenya bagus layak main servernya udah lancar eror connection bintang eror
Mawar Ruliana,10/12/2025 12:33,fasa,5,0,fasa
Rumiati Astuti,10/12/2025 12:24,seru sekali ini game,5,0,seru game
Duja Hamdani,10/12/2025 11:12,ini gimana mau login susah sampai 3 hari gak bisa login,1,0,gimana login susah login
Muhammad Aldi,10/12/2025 11:05,sistem growtopia selalu lag di masalah id sama pw dan banyak lag lag lag pls update ur server bruhhh,5,0,sistem update server bruhhh
Janu 123,10/12/2025 10:40,gamenya bagus tapi login nya itu loh lama bangt koneksi padahal bagus bgus aja pantas game nya sepi gada peminat udah rusak ni game ga kaya dulu bagus.,1,0,gamenya bagus login bangt koneksi bagus bgus game sepi gada minat udah rusak game kaya bagus
Iqbal Nih,10/12/2025 9:19,bagsu,5,0,bagsu
Relianto Alfa,10/12/2025 9:01,i cant play it,1,0,cant play
John Klipp,10/12/2025 8:22,"nih game bodh banget,mau masuk aja susah banget,dikira pakai vpn,saran gw hapus aja system yang ngira orang pakai vpn,agar lebih bebas,masalahnya kalau lu gk apus,orang yang gak pakai vpn,lu kira pakai vpn,kan bdoh,game sepi gw sumpahin,semua aturan yang lu buat malah bikin pemain lu semakin menurun",1,0,game bodh bangetmau masuk susah bangetdikira pakai vpnsaran hapus system ngira orang pakai vpnagar bebasmasalahnya apusorang pakai vpnlu pakai vpnkan bdohgame sepi sumpahinsemua atur main turun
Andre Pribadi,10/12/2025 8:17,tolong benarkan game ini rusak,1,0,tolong benar game rusak
Jildzian Christian,10/12/2025 7:20,"ngak ngapa ngapain ke ban, ngk melakukan hal ilegal ke ban, server rusak, susah login, harga drop, apa yang terjadi sama kalian growtopia? mana game yang pernah saya enjoy mainkan di tahun 2019 itu? tolong ubisoft dengerin kita player lama jangan menutup mata dan telinga kalian fix your server and your mods",1,0,ngak ngapa ngapain ilegal server rusak susah login harga drop game enjoy main tolong ubisoft dengerin player tutup mata telinga your server your mods
Fikri FikriNurcahyono,10/12/2025 6:42,game ko aneh,5,0,game aneh
kenzie Finley,10/12/2025 6:36,game jelek saya tidak menggunakan aplikasi pihak ketiga maupun yang ileggal tapi terkena suspend die aja ni game semenjak hamumu dan seth ga megang jadi jelek banget,1,0,game jelek aplikasi tiga ileggal kena suspend game semenjak hamumu seth megang jelek banget
rafif,10/12/2025 6:23,"game yg seru,tapi tolong di perbaiki masalah error saat login",4,0,game serutapi tolong baik error login
Ilham Akunn,10/12/2025 5:48,seru tapi banyak bot,5,0,seru
Uswati Uswati,10/12/2025 5:25,tidak bisa login padahal tidak ada kendala,1,0,login kendala
Gerrard Petrus,10/12/2025 5:11,"server bad, banyak bot auto game death",1,0,server auto game death
Ihsan,10/12/2025 4:41,"tolong ya gamenya di benerin lagi, masalah login aja susah banget server busuk, ip limit lah , aneh padahal jaringan bagis dan gk make apa apa, tiba"" suka disconetct sendiri. minto tolong banget nih ya dvelopernya dibenerin mau loginnnnnnn aja susah",1,1,tolong gamenya benerin login susah banget server busuk limit aneh jaring bagis make suka disconetct minto tolong banget dvelopernya dibenerin loginnnnnnn susah
Nama depan,10/12/2025 4:40,game yg menghibur ketika sendirian,1,0,game hibur
Another,10/12/2025 4:30,stuck loading mulu,3,0,stuck loading mulu
Noval Ahmad,10/12/2025 4:07,kenapa sih ip keluar sendiri terus gak bisa login dan lagi jaringan ku vpn apa aku pake jaringan xl aku di indonesia,4,0,login jaring pake jaring indonesia
HEHEHEHA,10/12/2025 3:06,"ni game masalah server ga ada habis2nya, ngelagg parahhhh, 70% nya diserver itu bot semua, sering di tuduhan pake vpn padahal ga ada pake",1,4,game server habis ngelagg parahhhh diserver tuduh pake pake
Rakha Athaya aliansyah,10/12/2025 2:44,"sering nge suspend dan ngeban tanpa alasan, lagi nge farm malah kena suspended dll. mohon ubisoft jika mensuspend ataupun nge ban jangan asal-asalan dan mungkin bisa memberi bukti atas peraturan yg dilanggar. cukup sekian keluhan saya terima kasih atas waktunya.",1,52,suspend ngeban alas farm kena suspended mohon ubisoft mensuspend asalasalan bukti atur langgar sekian keluh terima kasih
215_C1_Mazdanesta Gema Raiya F,10/12/2025 2:03,"gw gk pake vpn konyol, malah di kira pake vpn rusak system nya baby",1,2,pake konyol pake rusak system baby
Ali dwi ferdiansyah,10/12/2025 1:33,tolong perbaiki server sama juga perbaiki login in game sangat sulit untuk masuk,3,0,tolong baik server baik login game sulit masuk
imHuman,10/12/2025 1:15,"you have useless moderators, just choose a moderator who prioritizes bots and auto players",1,0,have useless moderators just choose moderator prioritizes bots auto players
UcihaItachi Uciha,10/11/2025 23:55,login aja sulit banget hhhh,1,0,login sulit banget hhhh
herlina130539@gmail.com lina,10/11/2025 23:33,game sampah susah banget masuk server telek la,1,0,game sampah susah banget masuk server telek
Danes Maulana,10/11/2025 21:54,game rusak gak bisa main,1,0,game rusak main
Bot2,10/11/2025 19:18,"the more you update it, the more it breaks👍🏻(semakin di update semakin rusak👍🏻) why did i give it 5 stars? yes, so it's at the top.(kenapa saya kasi bintang 5?ya biar di atas)",5,0,more update more breakssemakin update rusak give stars topkenapa kasi bintang biar
Yudha SuryaD,10/11/2025 18:39,event salesman adalah event terburuk yang saya alami anda memberikan world dengan level 120 ke atas dan lebih parahnya lagi banyak yg melakukan bisnis ini untuk mendapatkan world lock seperti access masuk portal lebih cepat.bayangin aja event harus nunggu 10 menit respawn ketika muncul world di level tinggi dan player growtopia selalu melakukan hal curang seperti berdiam di sana sampai locke itu hilang ini adalah tindakkan merugikan orang ada harus ubah event ini,1,39,event salesman event buruk alami world level parah bisnis world lock access masuk portal cepatbayangin event nunggu menit respawn muncul world level player curang diam locke hilang tindak rugi orang ubah event
Najmii Luqman Nurhanif,10/11/2025 15:41,dusah untuk login,1,0,dusah login
Lotso,10/11/2025 14:43,"fix the stupid login bug, i want to play but i keep getting the issue that something went wrong, no wonder it's getting quieter, if you want to log in you have to wait, i feel like growtopia used to be good, it's not like this anymore.my signal is good, but i can't log in, memek",1,0,stupid login want play keep getting issue that something went wrong wonder getting quieter want have wait feel like used good like this anymoremy signal good cant memek
BOBO,10/11/2025 14:25,woi cak,1,0,
Wilyam Tandungan,10/11/2025 12:20,fix the server and the login issue.,1,0,server login issue
Maroza Lita,10/11/2025 12:06,"baru juga download ulang, malah kena banned, bikin akun baru malah gabisa login alesan connection lah, vpn lah ini mksdnya gimna si, niat kaga si bikin game",1,1,download ulang kena banned akun gabisa login alesan connection mksdnya gimna niat kaga game
TIRTAAA,10/11/2025 9:23,"lag mulu zirr""try login again"" geramyo😹",5,1,mulu zirrtry login again geramyo
mamah ian,10/11/2025 9:10,"game susah login, game aneh banyak kecurangan di dalam game nya membuat chaos suasana game, game buruk",1,0,game susah login game aneh curang game chaos suasana game game buruk
Dika Isback,10/11/2025 9:05,game ampas banyak bug,1,0,game ampas
Xza,10/11/2025 8:33,game nya bug pas di awal,1,0,game
Rizki Adii,10/11/2025 8:18,game mati tolol,1,0,game mati tolol
Danny Kurniawan,10/11/2025 7:23,"login sekarang susah, terkhusus pemakaian wifi,,",1,1,login susah khusus pakai wifi
Fadil Fadilah,10/11/2025 6:41,"koneksi sangat buruk,saya selalu mengalami,""error connecting""dan banyak sekali bot,itu membuat saya terganggu",1,1,koneksi buruksaya mengalamierror connectingdan botitu ganggu
Pais Purwanto,10/11/2025 6:39,keren semoga servernya ga ngelek saya maen dah lama ini baru comeback lagi terimakasih ubisoft🤩🤩🤩,5,0,keren moga servernya ngelek maen comeback terimakasih ubisoft
Cindy Sofia,10/11/2025 6:07,game burik,2,0,game burik
Mitra Galaxy,10/11/2025 6:02,game nya ngebosenin coba aja tiba tiba ada admin yang datang ke aku baru ngasih semua item langka auto ku promosikan gamenya,4,0,game ngebosenin coba admin ngasih item langka auto promosi gamenya
Tibyan,10/11/2025 5:59,ni game kenapa dah bisa bisanya gw di ban tanpa alasan,1,0,game bisa alas
Gregorian Nathanoell,10/11/2025 5:41,"for now one star , why? ya , masalah server. ini udah paling banyak di kritik tapi gak selesai"". gw liat bot dimana mana , mau farm susah , pindah world disconnect , dll. masih banyak , dan penyabab nya apa? server overload , ya karna bot. gw rasa ngeban bot gak terlalu ngaruh. karna mati satu tumbuh seribu 🤣 coba fix dulu dari akar nya , kayak apk"" pkuy , lucifer , dll. edit : woi ubilembut gw stuck di loading melulu pas mau log in , server masih kentang aja hadehh (2025-10-11)",1,0,star server udah kritik selesai liat mana farm susah pindah world disconnect penyabab server overload karna ngeban ngaruh karna mati tumbuh ribu coba akar kayak pkuy lucifer edit ubilembut stuck loading melulu server kentang hadehh
kahfi habibie,10/11/2025 4:36,server lag,1,0,server
Bhima Yusafine,10/11/2025 4:33,gem bagus dan band band i anak pakek gl atau pun proxy biar gak dead gem dan banyak bot kurangi semakin login. semakin banyak bot yang auto atau kasino,5,0,bagus band band anak pakek proxy biar dead kurang login auto kasino
