userName,at,content,score,thumbsUpCount
Akbar Ega,10/14/2025 11:46,biarkan bintang berbicara,5,0
Muhammad Salman,10/14/2025 11:07,"udah nganu masalah login ke email ny pihak growtopia tapi gak ada respon, masalah login ""please try login again"" udah berulang kali ngirim ke email ny pihak growtopia gak ada respon",1,1
Juan H,10/14/2025 10:44,i quit playing and comeback in 3 year no reason my account got suspend and cant got back,1,0
Doy Idoy27,10/14/2025 9:24,aneh stuck di log in mulu semenjak update!,1,0
TRI NURHARYANTO,10/14/2025 9:17,broken game!! please fix your server!!!! potato server!! sub server!! false ban! disconnect! to many people logging at once! entering world lol! one star for this game!,5,0
Javas Arvin,10/14/2025 8:45,keren,5,0
Vaughan Pieters,10/14/2025 8:28,game nya bagus,5,3
Bg Zexler,10/14/2025 7:15,akun gua keban tanpa sebab anjir wkwkw,1,0
Imannuel kevin Wijaya,10/14/2025 6:27,mau masuk lewat growid masa kan password nya pake huruf y bukan nya y malah v yang di masukin ama gt nya gj pls akun nya kaya lagi ah mles bgt,1,0
Dota Fool5,10/14/2025 4:28,my account was suspended with unclear information and i have contacted growtopia but there is no clear answer and no connection. i have been waiting for years,1,0
Harvyn Ajah,10/14/2025 4:03,udh gk asik kaya dulu lagi🙂,1,0
Harya Eka Saputra,10/14/2025 3:49,the current login system often experiences errors and causes the google login button or the legacy login button not to appear. i hope you create a different login method than this.the old version of growtopia login method is still better because it is not a hassle and does not often experience errors.,1,0
Vansisko Pander,10/14/2025 3:37,kenapa akun saya di ban,1,0
Nevil Sumampouw,10/14/2025 3:13,game lemot bnyak bot hapus aja ga guna,1,0
Gesang Lindu prasetyo,10/14/2025 1:28,"the server is too bad to play, lots of auto bots, never play this game",1,0
Echa Fransisca,10/14/2025 0:50,90% bot 10% real players,1,0
rizkyy nanda,10/14/2025 0:34,makin eror aja ni game momok,1,0
Raffel VM,10/13/2025 23:30,bagus,5,0
Perdana Putra faza,10/13/2025 23:04,"gimana ini pihak growtopia,kok akun saya yang bernama jesusvt kena suspend? padahal saya memenuhi peraturan game loh! mohon keterangan nya kenapa bisa akun saya terkena suspend!",1,0
Damai Daffa24,10/13/2025 21:20,mods bego,1,0
Noven Putra,10/13/2025 21:16,erorconecting always,1,0
Maulana_ Craft 280,10/13/2025 17:59,"ga bisa log-in ke akun yang dulu entah mau berapa lama pun nunggu tetep ga bisa, alasannya server full, anda menggunakan vpn (yang padahal ga make vpn),ban fiktif, dan masih banyak lagi, padahal di akun lama banyak rare item hedeh game ampas.",1,0
33 Yohanes Paulus Christiano Hernowo,10/13/2025 16:36,oke,5,0
Faaa_27 ',10/13/2025 16:20,saya sudah lama bermain tapi kenapa akun saya di ban sungguh admin yg tidak memmiliki akal asal ngeban akun org yg gk salah,1,0
Arz__,10/13/2025 15:47,tau sendiri lah kenapa ini bintang 1 dah muak gw main ni game,1,0
Prib Acc,10/13/2025 15:00,"i want login using google, i only want login on my account, not want to crate account, but system say ""oops! you have been reached the limit of accounts that can be login from this ip addres. please try again later."" lol poor system",1,0
Iyey Bp,10/13/2025 14:36,benerin dulu servernya agar gak lag,2,0
Rizal Kampas Ganda,10/13/2025 14:28,goblok benerin tuh server login susah bgt,1,1
fahry gaming,10/13/2025 14:26,"yg baru mau ingin download gk ush bro , ni ni game anj,gw gk salah apapa malah diban anj,bukan gw doang bro bnyk yg udh kyk gua ,knp gw kasih bintang 5,biar comen nya di atas bro",5,0
ARIJONO SMAN11,10/13/2025 13:46,why is my account banned even though i didn't do anything while playing the game?,1,0
Fairuz Andika,10/13/2025 13:46,"game gj, baru juga download, login, langsung di suspend, pantes sepi",1,0
Darielle Khalfani Jensen Lantu,10/13/2025 13:43,"game jelek, puki udh main aman pas masuk ke world orang tiba tiba ke ban",1,0
I Nyoman Pande Widiana,10/13/2025 13:43,game gak jelas 2 akun kena ban katanya pake cheat padahal gak ada make cheat,1,0
Norrick Peterson,10/13/2025 13:21,often error on the server or system and often lag :)i miss the old gt man,5,0
Syndikat Horeg,10/13/2025 13:20,bad game,1,0
Sigit Rendang,10/13/2025 13:08,"gamnya seru, server lancar jaya gada gangguan samsek, playernya sangat ramah sekali, ehh btw sory kepencet bintang 1",1,0
Sendi Rizqy Pratama,10/13/2025 12:42,server sampah,1,0
Naa,10/13/2025 12:27,"honestly, i play for almost 14 hours a day. why do i use gems in gacha? then i get good gear, but suddenly the equipment disappears without a trace. the reason is a server restart. name world: nanawzm",1,0
Daniel J.H,10/13/2025 12:25,kacau nih game login akun lama ga bisa masuk,1,0
Hairi,10/13/2025 12:06,"awalnya pas mau main online loading nya 10 menit ga masuk pilihan world. gua masih fositif, hp gua ram 3.terus gua matiin ad block. nunggu 10 menit lagi, ga masuk juga. gua mikir mungkin sinyal gua lelet, gua ganti lah ke wifi. gua tunggu 10 menit lagi, eh malah tetap loading. ini mau main nunggu total 30 menit tetap ga bisa main. gua batalin lah rating 5 gua",1,0
Tom my,10/13/2025 11:49,fk this game ppl legal player got banned,1,1
Risky Rafif,10/13/2025 11:46,ip limited terus,1,0
yogi Gi,10/13/2025 11:28,susah logiiiiiiiiiiiiiin failed makan ni bintang satu game rating terjelek dari semua game,1,0
Msutbvs,10/13/2025 11:07,hahahaja,1,0
Rehan Ardinata,10/13/2025 10:40,"lol tiba"" kena ban nyasar",1,0
Rockandfun,10/13/2025 10:38,game gak jelas server sering overload,1,0
TIDIL ?,10/13/2025 8:20,game aneh server penuh bot developer tolol yg diban malah yg main murni,1,0
Gede Widnyana,10/13/2025 7:45,"server aneh!, gw udh gabisa login 1minggu gara"" error connecting, setelah update server jadi seperti ini anehhhhhh!, segera perbaiki servernya!",1,0
davis aji,10/13/2025 7:30,"yg bener aja lah masa stuck login dari kemaren, ngotak dikit lah masa mau login aja harus pake trik ini itu",1,0
Derry Andriyan,10/13/2025 6:37,susah login bg,1,0
Muhammad Syarif Maulana_046,10/13/2025 5:12,loginnya susah banget dah,2,0
Raihan Gg,10/13/2025 3:40,"minimal kalo mau beli game nya dirawat biar mangkin bagus ini malah mangkin burik server ny, hadeuh ubisoft ubisoft",1,0
Akbar Fahrizya,10/13/2025 3:02,a lot problem in this game,1,0
Bayu Renata,10/13/2025 2:32,perbaiki game nya coooo server selalu penuh update dikit sering ercon + pake vpn kek padahal ga pake vpn bikin game tu benerin co rugi buat game tapi kaga di update cuma event aja di update + klok break block harus berlevel tinggi banyak bct cooo kaya mana coba profitan yang bagus klok mau buat game mikirin dulu cooo gj bet ni ubisoft,1,0
Syabil Bilal,10/13/2025 2:30,perbaikannnn,5,1
Ahmad Dani,10/13/2025 2:30,"banyak bug, gajelas, gabisa login",1,0
Sri Untari,10/13/2025 2:25,game judi,1,0
Masrulloh Akbar,10/12/2025 23:27,benerin server nya woi,1,0
Galen,10/12/2025 21:08,developer tolol bikin game gini jadi nya main aja di kira pake vpn pas main lag tb2 keluar susah dh masuk nya pls try again trus ol on ppk kn tl jgn main ni game dh saran gw,1,0
Purnomo Juliantoro,10/12/2025 19:04,bagus,5,0
Qa Dafi,10/12/2025 18:52,"kurangi bot lah, masa game yang udah tumbuh belasan tahun masih aja ga ngerti cara hapusin bot, bayangin loh kemarin tembus 110 ribu player lebih dan ternyata pas di analisa lagi ama pihak growtopia hampir 80% bot yang login🥵🥵",2,0
X7 Bott,10/12/2025 17:19,ubisoft tolong perbaiki server game mu ini karena saya tidak bisa memasuki game ini dengan alasan error connecting tolong segera di perbaiki server ini seperti dulu lagi!!,2,2
Hero,10/12/2025 16:30,plishoki,5,0
Syakilla Killa,10/12/2025 16:08,"mau tanya, kenapa player baru main seperti saya selalu kena 403 for bidden, apa maksud mu? atau ini kesalahan saya atau ini kesalahan dari gamenya? kalo anda tidak ingin membuat game sebaik nya game ini di tutup saja. tidak usah lagi di buka, mending anda urus game lain yang keuntungan nya lebih besar",1,0
Fahril Akbar,10/12/2025 15:02,jir game ga jelas,1,0
Chairo Langit,10/12/2025 14:49,banyak bot,2,1
Always Sandz,10/12/2025 14:38,main cuman disuruh buat login karna susah login👎,1,0
Efratagading,10/12/2025 14:32,"hard login in game, what's happen growtopia nowday......",2,0
Raihan Fikri Akbari,10/12/2025 13:53,game bagus server lancar ga banyak bot terimakasih growtopia bikin hari ku senang 🤭,5,0
Dzaky Muhammad,10/12/2025 13:30,game bego login aja susah game dongo,1,0
Octagram Shu,10/12/2025 13:19,game apasih pas login tulisannya limit account pas gw bikin google baru kena ban nyasar pas berhasil di bilang eror di suruh cancel mau apa sih nih game ada dendam apa? gw salah apa? ubisoft? jawab,1,0
KAISAR FIRDAUS,10/12/2025 12:59,"dead game taik,mau login ercon muku eeq+banyak bot sama perjudian,ga kyk dlu aman damai login ga susah,hadehh",1,0
Zakyyy,10/12/2025 12:48,woy gua nda bisa login begoo,1,0
Azriel,10/12/2025 12:47,gamenya bagus dan layak dimainkan servernya juga udah lancar gak ada lagi masalah eror connection bintangnya eror,1,0
Mawar Ruliana,10/12/2025 12:33,fasa,5,0
Rumiati Astuti,10/12/2025 12:24,seru sekali ini game,5,0
Duja Hamdani,10/12/2025 11:12,ini gimana mau login susah sampai 3 hari gak bisa login,1,0
Muhammad Aldi,10/12/2025 11:05,sistem growtopia selalu lag di masalah id sama pw dan banyak lag lag lag pls update ur server bruhhh,5,0
Janu 123,10/12/2025 10:40,gamenya bagus tapi login nya itu loh lama bangt koneksi padahal bagus bgus aja pantas game nya sepi gada peminat udah rusak ni game ga kaya dulu bagus.,1,0
Iqbal Nih,10/12/2025 9:19,bagsu,5,0
Relianto Alfa,10/12/2025 9:01,i cant play it,1,0
John Klipp,10/12/2025 8:22,"nih game bodh banget,mau masuk aja susah banget,dikira pakai vpn,saran gw hapus aja system yang ngira orang pakai vpn,agar lebih bebas,masalahnya kalau lu gk apus,orang yang gak pakai vpn,lu kira pakai vpn,kan bdoh,game sepi gw sumpahin,semua aturan yang lu buat malah bikin pemain lu semakin menurun",1,0
Andre Pribadi,10/12/2025 8:17,tolong benarkan game ini rusak,1,0
Jildzian Christian,10/12/2025 7:20,"ngak ngapa ngapain ke ban, ngk melakukan hal ilegal ke ban, server rusak, susah login, harga drop, apa yang terjadi sama kalian growtopia? mana game yang pernah saya enjoy mainkan di tahun 2019 itu? tolong ubisoft dengerin kita player lama jangan menutup mata dan telinga kalian fix your server and your mods",1,0
Fikri FikriNurcahyono,10/12/2025 6:42,game ko aneh,5,0
kenzie Finley,10/12/2025 6:36,game jelek saya tidak menggunakan aplikasi pihak ketiga maupun yang ileggal tapi terkena suspend die aja ni game semenjak hamumu dan seth ga megang jadi jelek banget,1,0
rafif,10/12/2025 6:23,"game yg seru,tapi tolong di perbaiki masalah error saat login",4,0
Ilham Akunn,10/12/2025 5:48,seru tapi banyak bot,5,0
Uswati Uswati,10/12/2025 5:25,tidak bisa login padahal tidak ada kendala,1,0
Gerrard Petrus,10/12/2025 5:11,"server bad, banyak bot auto game death",1,0
Ihsan,10/12/2025 4:41,"tolong ya gamenya di benerin lagi, masalah login aja susah banget server busuk, ip limit lah , aneh padahal jaringan bagis dan gk make apa apa, tiba"" suka disconetct sendiri. minto tolong banget nih ya dvelopernya dibenerin mau loginnnnnnn aja susah",1,1
Nama depan,10/12/2025 4:40,game yg menghibur ketika sendirian,1,0
Another,10/12/2025 4:30,stuck loading mulu,3,0
Noval Ahmad,10/12/2025 4:07,kenapa sih ip keluar sendiri terus gak bisa login dan lagi jaringan ku vpn apa aku pake jaringan xl aku di indonesia,4,0
HEHEHEHA,10/12/2025 3:06,"ni game masalah server ga ada habis2nya, ngelagg parahhhh, 70% nya diserver itu bot semua, sering di tuduhan pake vpn padahal ga ada pake",1,4
Rakha Athaya aliansyah,10/12/2025 2:44,"sering nge suspend dan ngeban tanpa alasan, lagi nge farm malah kena suspended dll. mohon ubisoft jika mensuspend ataupun nge ban jangan asal-asalan dan mungkin bisa memberi bukti atas peraturan yg dilanggar. cukup sekian keluhan saya terima kasih atas waktunya.",1,52
215_C1_Mazdanesta Gema Raiya F,10/12/2025 2:03,"gw gk pake vpn konyol, malah di kira pake vpn rusak system nya baby",1,2
Ali dwi ferdiansyah,10/12/2025 1:33,tolong perbaiki server sama juga perbaiki login in game sangat sulit untuk masuk,3,0
imHuman,10/12/2025 1:15,"you have useless moderators, just choose a moderator who prioritizes bots and auto players",1,0
Rangga Ramadhani,10/12/2025 0:39,susah login,1,0
UcihaItachi Uciha,10/11/2025 23:55,login aja sulit banget hhhh,1,0
herlina130539@gmail.com lina,10/11/2025 23:33,game sampah susah banget masuk server telek la,1,0
Azmi Kastara,10/11/2025 23:25,banyak bot,1,0
Danes Maulana,10/11/2025 21:54,game rusak gak bisa main,1,0
Bot2,10/11/2025 19:18,"the more you update it, the more it breaks👍🏻(semakin di update semakin rusak👍🏻) why did i give it 5 stars? yes, so it's at the top.(kenapa saya kasi bintang 5?ya biar di atas)",5,0
Yudha SuryaD,10/11/2025 18:39,event salesman adalah event terburuk yang saya alami anda memberikan world dengan level 120 ke atas dan lebih parahnya lagi banyak yg melakukan bisnis ini untuk mendapatkan world lock seperti access masuk portal lebih cepat.bayangin aja event harus nunggu 10 menit respawn ketika muncul world di level tinggi dan player growtopia selalu melakukan hal curang seperti berdiam di sana sampai locke itu hilang ini adalah tindakkan merugikan orang ada harus ubah event ini,1,39
Najmii Luqman Nurhanif,10/11/2025 15:41,dusah untuk login,1,0
Lotso,10/11/2025 14:43,"fix the stupid login bug, i want to play but i keep getting the issue that something went wrong, no wonder it's getting quieter, if you want to log in you have to wait, i feel like growtopia used to be good, it's not like this anymore.my signal is good, but i can't log in, memek",1,0
BOBO,10/11/2025 14:25,woi cak,1,0
Wilyam Tandungan,10/11/2025 12:20,fix the server and the login issue.,1,0
Maroza Lita,10/11/2025 12:06,"baru juga download ulang, malah kena banned, bikin akun baru malah gabisa login alesan connection lah, vpn lah ini mksdnya gimna si, niat kaga si bikin game",1,1
FAJARGANZZ,10/11/2025 10:02,mantap,5,0
TIRTAAA,10/11/2025 9:23,"lag mulu zirr""try login again"" geramyo😹",5,1
mamah ian,10/11/2025 9:10,"game susah login, game aneh banyak kecurangan di dalam game nya membuat chaos suasana game, game buruk",1,0
Dika Isback,10/11/2025 9:05,game ampas banyak bug,1,0
Xza,10/11/2025 8:33,game nya bug pas di awal,1,0
Rizki Adii,10/11/2025 8:18,game mati tolol,1,0
Danny Kurniawan,10/11/2025 7:23,"login sekarang susah, terkhusus pemakaian wifi,,",1,1
Fadil Fadilah,10/11/2025 6:41,"koneksi sangat buruk,saya selalu mengalami,""error connecting""dan banyak sekali bot,itu membuat saya terganggu",1,1
Pais Purwanto,10/11/2025 6:39,keren semoga servernya ga ngelek saya maen dah lama ini baru comeback lagi terimakasih ubisoft🤩🤩🤩,5,0
Kevin Saputra,10/11/2025 6:39,keren,5,0
Cindy Sofia,10/11/2025 6:07,game burik,2,0
Mitra Galaxy,10/11/2025 6:02,game nya ngebosenin coba aja tiba tiba ada admin yang datang ke aku baru ngasih semua item langka auto ku promosikan gamenya,4,0
Tibyan,10/11/2025 5:59,ni game kenapa dah bisa bisanya gw di ban tanpa alasan,1,0
Gregorian Nathanoell,10/11/2025 5:41,"for now one star , why? ya , masalah server. ini udah paling banyak di kritik tapi gak selesai"". gw liat bot dimana mana , mau farm susah , pindah world disconnect , dll. masih banyak , dan penyabab nya apa? server overload , ya karna bot. gw rasa ngeban bot gak terlalu ngaruh. karna mati satu tumbuh seribu 🤣 coba fix dulu dari akar nya , kayak apk"" pkuy , lucifer , dll. edit : woi ubilembut gw stuck di loading melulu pas mau log in , server masih kentang aja hadehh (2025-10-11)",1,0
kahfi habibie,10/11/2025 4:36,server lag,1,0
Bhima Yusafine,10/11/2025 4:33,gem bagus dan band band i anak pakek gl atau pun proxy biar gak dead gem dan banyak bot kurangi semakin login. semakin banyak bot yang auto atau kasino,5,0
HAIKAL ALI,10/11/2025 4:32,"ajg gabisalogin stack di ercon dah mode pesawat nyala matiin ttp ae dah 1 bulan gk bisa login game rusaaak, mana harga item naek gk ngotak taekk",1,6
Bang R,10/11/2025 4:27,overloaded server,4,0
Aris Setiawan,10/11/2025 4:23,"tolong ubisoft, masih ada kendala dibagian login, ketika login terdeteksi memakai vpn padahal sebenarnya tidak, dan harus logout agar bisa login kembali namun ketika login kembali menggunakan gmail sering ada batasan, problemnya disitu jadi gabisa main",3,23
Farel Hanif,10/11/2025 3:54,geme kebayak an nebak susa login,1,0
Ff Gemge,10/11/2025 3:32,gamenya keren,5,0
Mila Tata,10/11/2025 3:08,server ny ngelag parah,1,0
rezky permana,10/11/2025 2:29,"tolonglah saya gabisa login pake wifi, kendalanya not using vpn padahal saya engga pake vpn. dulu masalahnya try login again sm ercon sekarang nambah lagi hadeh",1,1
Fadhil Rahadian,10/11/2025 2:10,game komtol dead game player bot semua ngencot masuk world aja sejam,1,0
Reinhart Anthony,10/11/2025 1:54,tolong perbaiki servernya plis gua sampe gak bisa login ini game butuh waktu yg lama ini tolong jangan update item terus server juga di perbaiki tolong,1,4
3ds store,10/11/2025 0:57,"plase fix the loggin, i cant loggin",1,0
Agus Pranata Ginting,10/11/2025 0:19,"apasi ga jelas bgt server nya. gw pengen main balik, akun lama gw ga bisa login, banyak amat bacot server nya. eh coba buat baru langsung main g ada masalah. gaje bgt anj",1,30
Angelo Barrett,10/10/2025 23:12,"kena mental gw ama game lu,kalo ga niat bikin game apus aja",1,0
ibrahim,10/10/2025 17:35,stuck loading gk jelas,2,0
Raffli RR,10/10/2025 16:21,apa ini woi ke detect pake vpn mulu padahal sama sekali gak pake vpn/tool apapun,1,0
Totoy tangker,10/10/2025 14:51,"nice game, but server very bad",5,0
Danu Rahmandito,10/10/2025 13:38,"ubisoft pls fix ur game ,why my ping is good , buy in growtopia is very lag example : can't enter world , reconnect"" , and very lagg",5,0
Selo Fabio,10/10/2025 13:34,gampang sekali ercon dan gampang stuck,1,0
Devin Alviano,10/10/2025 13:23,game bagus,5,0
Mochammad Bobadillah Salam,10/10/2025 11:40,saya kembali menjadi yang lebih baik lagi,5,0
Andi Amjad Naufal (Aan),10/10/2025 11:22,"hati-hati bermain dengan game ini. setelah membeli & menggunakan growpass, kalian akan di suspend permanen. saya sudah mengajukan keberatan tapi katanya jika suspand permanen, tidak akan digubris oleh cs (tidak akan mendengar alasan apapun, walaupun kalian tidak melakukan kejahatan itu).",1,20
andra 2310,10/10/2025 10:39,game tidal kelas jangan di dowload ga bisa login alasan make vpn engak dan masuk gmail saja sulit,1,1
Kiki Marcel8,10/10/2025 10:35,login nya susah banget yaampun pakek data eror connecting kadang ada peringatan vpn padahal gak pake vpn make wifi limit address yaampun game busuk kembalikan login kami yang waktu itu kadang stuck loading doang,1,0
Anandawi,10/10/2025 9:33,bug game not good hahahahahhaha,1,0
Haru Verse,10/10/2025 9:20,"susah login nya, disconnect dan dituduh pake vpn terus, padahal ga ada masalah sama jaringan, servernya aneh, developer tidak peduli soal kenyamanan playernya",1,12
satriaadiputra satriaadiputrapratama,10/10/2025 8:12,"kecewa setiap menit ercon, game sangat jelek",1,0
8.217 Gibor Frederico Andeng,10/10/2025 8:11,"game lawak, padahal dari dulu masalahnya sama, tapi tetep aja gk bisa dibenerin",1,2
rajino rajino,10/10/2025 7:34,"plis pada comeback gt ya, aku kgn 🤗😀",5,0
Batman Ultramins,10/10/2025 7:30,"game rusakkkkkkk login aja susah bangett nunguin loading aja kek lagi nunggu ad 19jt lapangan pekerjaan, gw tau ini upaya ubi agar mengurangi bot, tapi ya mikir lah kocak masa player baru kek gw g bisa login jir buat apa gw download ni game login doang susah nya minta ampun, tolong lah ya ubi kalo di mau bikin game yang niat lah",1,0
Ken Push,10/10/2025 6:16,"jelek"" server",1,0
Desta Riyadi,10/10/2025 6:08,big w i got sun blade,5,0
Mawar Mlt,10/10/2025 5:57,gk bisa login,1,0
YT. Kabupaten,10/10/2025 5:39,kena suspend mulu akun gw,1,0
Yozzz Ganteng,10/10/2025 5:18,saya sudah bermain game ini lebih dari 2 tahun dan off selama setahun saat saya mau login untuk nostalgia tidak bisa kembali ke akun saya selalu fail sistem login terbaru sangat buruk👎,1,0
Lintang satria Khrisna Murti,10/10/2025 5:07,"hard to login, pls fix the server",1,0
Fitri Rahmawati,10/10/2025 4:25,game jelk kok asal ngeban😂,1,0
Chandra Ch,10/10/2025 4:04,"game bodoh, gw mau login aja susah banget malah di bilang make vpn tolol",1,1
Moses Timothy,10/10/2025 3:52,gg semoga 28 19 sama 00 trus gua,5,0
Pengguna Google,10/10/2025 3:44,"eh ubisoft bnerin apa ni gam, klo ga ercom ya vpn apa kli",1,0
opm 50k,10/10/2025 3:15,game bagus saran dari gua benerin server aja dulu biar enga full mulu,5,0
Infinix hot9,10/10/2025 2:47,game fak masa baru main gak nyampe sejamlah udah kena ben kan gak jelass yang paling parah ny di bend sampai 2030 anjir game gak jelass fakyuu developer!!!,1,0
Ox Gon,10/10/2025 2:17,"gila bot yang on melebihi player. yang mana player hanya 10%, bot nya 90%. moderator nya mana. jika moderator on dan ban bot maka. bot akan mati. jadi moderator mana?. apakah moderator hanya cari nama supaya terkendal?. kebanyakan moderator tidur dan sibuk. saran tambahin moderator lagi yang muda dan pengangguran supaya bisa aktif terus. bukan yang tua dan sibuk!!!",1,0
Hahass Hahsh,10/10/2025 1:53,"bintang 5 biar up aku pake wifi ga bisa on 4 bulan, dan biasa nya pake vpn favorit bisa srkarang ga bisa kecewa berat gamr aneh",5,0
Faisal Lukman,10/10/2025 1:24,server busuk,1,0
Kaidam Saputra22,10/10/2025 1:04,game aneh anj sinyal udah bagus kagak bisa login jadi dead game ajah 😡,1,1
Abdurrahman Naufal,10/10/2025 0:44,"game ny membaik, server kadang lancar, tapi sering dc, bot juga masih banyak",5,0
M Hajid Syakir,10/10/2025 0:16,"game rusak server kaga jelas, sistemnya kaga bener ubisoft kaga mau ada benerin sistem atau servernya apa? bot urusin dong ga guna amat jadi develop",1,0
RythMind,10/10/2025 0:06,bad server,1,0
Hermin Yuliyani,10/9/2025 22:49,growtopia game terbaikk,5,0
Andika Firansyah,10/9/2025 22:06,"banyak bug yg bikin rugi, servernya yang lag, banyak bot yang berserakan, dan jatuhnya perekonomian growtopia membuatku sedikit kecewa dengan manajemen nya....",1,0
Vespa Q,10/9/2025 21:36,"fix your server bruh, and banned user bot or like that ilegal player hacker etc",1,0
Nanang Permana,10/9/2025 18:37,"banyak yang kritik bukanya lebih baik gamenya malah makin menjadi, tolong di urus itu bot,spamer, csn, qq udah ban aja,gak bakalan rugi ngeban akun hama kaya gitu",4,0
Shendy Dwiyati,10/9/2025 18:18,update mlu tapi server masi aja bobrok,1,0
Muhammad Rizal,10/9/2025 17:50,woi kunyuk ban false mulu dah udh ke 5x lol gua player legal pao,1,0
Grace Tyora Irwan,10/9/2025 16:02,"perasaan update mulu tapi ga pernah bener servernya, baru beberapa hari update, eh skrg update lagi, hadeuhh ini kalau ku update tp servernya masih jelek aku kasih bintang 2 aja lah ya:)",3,0
Febi Febi,10/9/2025 16:01,"game nya seru sih cuma waktu login loh, disuruh pake vpn pake vpn malah ga disuruh kadang yang ip addres nya gamau lagi, botmalah mudah masuk jadi heran sana developer nya",1,9
Brndon Zkl,10/9/2025 15:23,game apa sih ini waktu itu server kentang sekarang login susah gimana coba mau main dikit dikit ercon dikit dikit something went wrong game burik,1,0
AidiL Fikri,10/9/2025 14:59,"thanks u got me, pls unban my account id : 1woo",5,1
lana gulam,10/9/2025 14:58,"tolong benerin servernya, masa mau login gagal terus, error connection padahal main yang lain aja lancar, segera benerin server nya, update malah jadi lebih buruk, aneh!!!!!!",1,59
Rama aji Pangestu,10/9/2025 14:55,game seru,5,0
Denis H,10/9/2025 14:37,"i love this game, because this game i have many friend",5,1
Rezky Has Died,10/9/2025 14:33,please develop it further especially regarding the server being too heavy,5,0
Jerred Cangniago,10/9/2025 14:24,fk this game,5,0
Muhammad Ikhbal,10/9/2025 14:15,permainannya seru banget,5,0
MRES,10/9/2025 14:05,"dari segi gameplay sudah cukup baik dan server di game sudah lumayan di tingkatkan jadi tidak ada lag saat bermain. dan para mods akhir akhir ini pada on , saya pikir mereka on karena ada update yang sangat menarik kedepannya",3,0
Rislam Parjo,10/9/2025 14:04,aneh login aj susah,1,0
Reyhan,10/9/2025 14:02,server bot,1,0
Zea Alza,10/9/2025 13:56,sangat seru🧢🧢🧢🧢,5,0
Aditya yusuf Ardinanja,10/9/2025 13:51,udah bagus kok,5,0
Dexter,10/9/2025 13:49,kenapa game ini tidak seperti dulu lagi,1,0
Yuda Arizki,10/9/2025 13:46,idk just 5 stars,5,2
Abi Masabhi,10/9/2025 13:45,server semakin lama semakin rusak,4,0
Rokian Adimusa,10/9/2025 13:43,good,4,1
RoSyiD LaZimA,10/9/2025 13:38,aku memberikan bintang 5 karena item di dalam gamenya menarik untuk dimiliki.,5,0
Ziqo Hamdani,10/9/2025 13:37,windah baaudara di ban,5,0
Roo Tempest,10/9/2025 13:30,noob server,5,0
Huda Bani,10/9/2025 13:28,"mantaap, beri aku keberuntungan",5,0
Ray zan,10/9/2025 13:24,game gak jelas jelek susah login tapi sekali nya bisa seru😭,5,0
evan,10/9/2025 13:24,best game ever,5,0
Rifky Aditiya,10/9/2025 13:23,game banyak kendala tapi aku suka game ini..,5,0
faris wafi,10/9/2025 13:11,login susah banget woi mana banyak bot bikin lag,1,0
Ma Za,10/9/2025 10:54,dog games carelessly ban people even though they didn't do anything wrong lol the game moderators are all crazy,1,0
Iiw game,10/9/2025 10:38,game yang sangat menyenangkan 😍,5,0
OVERDOSIS,10/9/2025 10:29,"update cmn mikirin event , optimasi dan layanan sangat buruk ini game pantes nya tutup server karena tidak ada gunanya di lanjut karena permasalahan yg di keluhkan dari dulu tidak kunjung di perbaiki",1,0
Karna Kamu,10/9/2025 9:57,susah amat loginnya,2,0
Kafka 1,10/9/2025 9:48,"game tololl, benerin server lo bego, dev nya juga bodoh banget",1,0
Private Account,10/9/2025 9:36,"hello, growtopia. i own a truphboard account. i would like to inquire as to why my account was banned by a third-party program. i have never used any third-party programs or anything like that while playing growtopia. please unban my account. my growid is truphboard. thank you.",4,0
FARIS PERNANDESH,10/9/2025 9:19,"masalah login, udh itu aj",2,1
rell,10/9/2025 9:03,woi game bagus ini,5,0
rbth. syqi,10/9/2025 9:03,"server terlalu sering down (dc, lag, dll) yg bikin gak mood main. akun gw juga total udah 4 akun yg kehack padahal gak pernah macam2. dan 3 akun ke banned tanpa adanya kesalahan yg gw lakuin. mohon developer perbaiki secepatnya. jadi kangen ama hamumu ama seth masih developer awal. gamenya aman2 aja gw mainin",1,0
riffat ibrahim maulana,10/9/2025 8:53,big l for gt,1,0
RafiBuilders Man,10/9/2025 7:13,game mati banyak bot minta dl dong,5,0
Mhd al Furkan,10/9/2025 6:41,main aja dipersulit,1,1
iggy,10/9/2025 6:33,loading nya lama banget dituduh pakai vpn lagi kacau bet ni game,1,1
Marpel Aja,10/9/2025 5:53,"akun kena ban tanpa ada alasan yg jelas, emg gak jelas ini game pantesan jadi dead game",1,0
Ongki Sen,10/9/2025 5:15,tolong dong di perbaiki lagi servernya gak jelas banget ini growtopia sekarang,1,0
Yuli Anti,10/9/2025 4:23,keren tapi buat login nya kadang2 susuh karena kebanyakan bot kalau bisa di perbaiki,5,0
Arya Yogi,10/9/2025 3:23,"game kontollll, suka eror",1,0
Andi Fardanda Putra,10/9/2025 2:57,"game apalah server gak bener, sering dc jangan mikirin duit mulu lah mikirin para player biar mainnya nyaman gimana mau berkembang kalau gameplay server koneksi gak pernah di benerin duit mulu lu ubisoft jadi game mati dh ni",1,15
Muhammad Haykal,10/9/2025 1:52,"developer sama sekali tidak mendengarkan masukan player, sampah",1,0
